entry_date,entry_price,shares,stop_loss,target_price,status,cost_of_trade,exit_date,exit_price,profit_loss,reason
2023-10-18,346.19,2.888587192004391,339.26619999999997,363.4995,CLOSED,1000.0,2023-10-19,401.77,160.547676131604,TARGET HIT
2024-05-01,551.71,2.103546566369295,540.6758,579.2955000000001,CLOSED,1160.547676131604,2024-05-03,579.34,58.120991628783614,TARGET HIT
2024-07-18,643.04,1.8951677465793537,630.1791999999999,675.192,CLOSED,1218.6686677603875,2024-07-29,626.96,-30.47429736499587,STOP-LOSS
2024-07-30,622.58,1.9085007073715692,610.1284,653.7090000000001,CLOSED,1188.1943703953916,2024-08-05,598.55,-45.861271998138974,STOP-LOSS
2025-01-13,840.29,1.359451020953781,823.4842,882.3045,CLOSED,1142.3330983972526,2025-01-22,953.99,154.56958108244496,TARGET HIT
